response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.97,0.7669,0.3783,0.7695,2018-10-25 22:32:45
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,50 to 85 percent,Landline,1,0.8378,0.8553,0.5676,0.8876,2018-10-25 22:33:57
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Cell,0.4444,0.9271,1.0596,0.7632,1.0207,2018-10-25 22:38:18
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.97,1.2022,0.775,1.1972,2018-10-25 22:39:03
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,White,<60% Trump,50 to 85 percent,Cell,1,0.7135,0.8442,0.8154,0.9068,2018-10-25 22:39:39
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7619,1.2147,1.2057,1.2569,2018-10-25 22:40:15
Und,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Don't know,Don't know,Unfavorable,Unfavorable,18 to 29,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,<60% Trump,Less than 50 percent,Cell,0.7778,0.4331,1.2106,1.7995,1.1747,2018-10-25 22:41:55
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,<60% Trump,50 to 85 percent,Cell,1,0.805,1.1704,1.3202,1.2009,2018-10-25 22:43:16
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.967,1.2066,0.8649,1.2108,2018-10-25 22:48:20
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,Less than 50 percent,Cell,0.1111,0.1417,1.0336,4.6858,0.3249,2018-10-25 22:48:38
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.97,0.9157,0.5406,0.9234,2018-10-25 22:48:56
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,1,0.9349,0.7864,0.4782,0.7913,2018-10-25 22:49:05
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.97,0.5743,0.2462,0.5762,2018-10-25 22:49:32
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.97,1.2691,1.0325,1.2733,2018-10-25 22:49:41
6,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Unknown,Des Moines,85 percent or higher,Cell,1,0.9463,0.9914,0.5092,1.0041,2018-10-25 22:50:08
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,Less than 50 percent,Cell,1,0.4049,0.9794,1.3521,1.138,2018-10-25 22:50:44
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.97,0.6851,0.3054,0.6908,2018-10-25 22:51:38
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9493,1.0376,0.6981,1.0314,2018-10-25 22:51:38
Und,18 to 34,Some college or trade school,Unknown,Male,White,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,Polk,Less than 50 percent,Cell,0.3333,0.3101,1.9237,4.7834,1.079,2018-10-25 22:51:38
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Polk,Less than 50 percent,Cell,1,0.2073,0.9913,2.8429,1.3358,2018-10-25 22:51:47
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9342,0.8873,0.5829,0.9009,2018-10-25 22:53:53
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,50 to 85 percent,Cell,1,0.8394,1.3296,0.9759,1.356,2018-10-25 22:54:11
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9382,0.9613,0.5978,0.9669,2018-10-25 22:55:50
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,1,0.97,0.818,0.4364,0.8207,2018-10-25 22:57:02
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.97,0.7004,0.3904,0.7027,2018-10-25 22:58:59
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,<60% Trump,50 to 85 percent,Landline,1,0.7886,0.6027,0.3554,0.6203,2018-10-25 23:00:02
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.8657,0.73,0.4727,0.7525,2018-10-25 23:00:11
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Des Moines,Less than 50 percent,Cell,1,0.2839,1.175,3.0774,1.4733,2018-10-25 23:00:11
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,>60% Trump,50 to 85 percent,Cell,1,0.7068,1.0593,0.992,1.1093,2018-10-25 23:01:14
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7578,0.9693,0.7297,1.0276,2018-10-25 23:01:23
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,50 to 85 percent,Cell,1,0.7378,1.1626,1.0351,1.2091,2018-10-25 23:01:50
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Des Moines,85 percent or higher,Cell,1,0.9275,1.3749,1.1977,1.3847,2018-10-25 23:03:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Des Moines,50 to 85 percent,Cell,1,0.57,0.8508,0.7865,0.925,2018-10-25 23:03:38
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.8938,0.7021,0.3352,0.7101,2018-10-25 23:03:47
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.97,0.6688,0.2888,0.6744,2018-10-25 23:04:14
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,>60% Trump,85 percent or higher,Landline,1,0.9314,0.7079,0.4589,0.7126,2018-10-25 23:04:14
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Already voted,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.9089,0.995,0.6662,1.0155,2018-10-25 23:04:50
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.97,0.9507,0.5782,0.9539,2018-10-25 23:05:44
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,>60% Trump,50 to 85 percent,Landline,1,0.8305,1.3076,1.1549,1.3356,2018-10-25 23:07:41
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Polk,85 percent or higher,Cell,0.8889,0.9321,1.2302,1.0672,1.2304,2018-10-25 23:07:50
Und,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Don't know,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,<60% Trump,85 percent or higher,Cell,1,0.9404,1.4539,1.1631,1.4622,2018-10-25 23:07:50
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,<60% Trump,50 to 85 percent,Cell,1,0.5573,0.8835,1.1272,0.9645,2018-10-25 23:08:35
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Des Moines,85 percent or higher,Cell,1,0.97,0.8994,0.5677,0.9069,2018-10-25 23:08:44
6,50 to 64,High school,White,Male,White,Approve,Dems. take House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,50 to 85 percent,Cell,1,0.6921,1.3579,1.2635,1.4685,2018-10-25 23:09:11
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,50 to 85 percent,Cell,1,0.6164,1.0632,1.1886,1.1397,2018-10-25 23:09:20
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.8394,0.7208,0.4502,0.7352,2018-10-25 23:11:08
Dem,35 to 49,Bachelors' degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,Des Moines,85 percent or higher,Cell,1,0.97,0.703,0.46,0.7089,2018-10-25 23:12:11
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,<60% Trump,50 to 85 percent,Cell,0.4444,0.5191,1.1592,1.3198,0.7827,2018-10-25 23:12:47
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.97,1.1617,0.843,1.1569,2018-10-25 23:14:35
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,Less than 50 percent,Cell,1,0.4883,1.1281,1.3653,1.2627,2018-10-25 23:14:35
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.97,0.8587,0.4667,0.8615,2018-10-25 23:15:20
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.97,0.8936,0.5345,0.8899,2018-10-25 23:16:38
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Landline,1,0.9693,0.8909,0.5614,0.8939,2018-10-25 23:17:14
Und,50 to 64,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Already voted,[DO NOT READ] Refused,Nonwhite,Nonwhite,50 to 64,Non-White,Des Moines,85 percent or higher,Landline,1,0.9217,0.8273,0.7384,0.8421,2018-10-25 23:17:32
Dem,18 to 34,Bachelors' degree,Other,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Des Moines,50 to 85 percent,Cell,1,0.6141,0.7216,0.8002,0.7741,2018-10-25 23:17:41
Und,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.867,0.8703,0.5281,0.8968,2018-10-25 23:18:44
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9342,1.232,0.8139,1.2508,2018-10-25 23:20:14
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9267,1.3372,1.0053,1.3282,2018-10-25 23:23:50
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,Unknown,<60% Trump,85 percent or higher,Cell,1,0.97,1.1795,0.6301,1.1894,2018-10-25 23:24:08
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,<60% Trump,50 to 85 percent,Cell,1,0.7677,1.1387,0.7989,1.1768,2018-10-25 23:24:53
6,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,35 to 49,White,Des Moines,Less than 50 percent,Landline,0.1111,0.4145,1.3375,2.4141,0.4146,2018-10-25 23:25:11
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,85 percent or higher,Cell,1,0.9194,0.8428,0.5812,0.8496,2018-10-25 23:25:38
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Des Moines,85 percent or higher,Cell,1,0.9358,1.158,1.0347,1.1651,2018-10-25 23:25:38
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.97,0.73740000000000006,0.3979,0.7343,2018-10-25 23:26:50
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.6925,1.3204,1.2425,1.3316,2018-10-25 23:27:26
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Des Moines,Less than 50 percent,Cell,0.8889,0.3253,1.3707,3.1113,1.4409,2018-10-25 23:30:53
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,>60% Trump,85 percent or higher,Cell,1,0.8706,1.1436,1.0561,1.1605,2018-10-25 23:32:38
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7634,0.8979,0.6663,0.8985,2018-10-25 23:33:22
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Polk,50 to 85 percent,Cell,1,0.586,1.3395,1.7309,1.3735,2018-10-25 23:37:07
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,White,Polk,85 percent or higher,Cell,1,0.8503,1.1501,1.0196,1.1709,2018-10-25 23:38:20
Dem,35 to 49,High school,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.569,1.2885,1.4949,1.4012,2018-10-25 23:38:46
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Polk,85 percent or higher,Cell,1,0.9,1.1153,0.5817,1.1077,2018-10-25 23:43:16
