response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",50 to 85 percent,Landline,1,0.7815,1.7477,1.3375,1.7142,2018-10-16 22:23:04
Und,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.6615,1.2631,0.7137,1.2558,2018-10-16 22:25:55
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Hispanic,Lake,Less than 50 percent,Cell,0.4444,0.2679,1.4121,3.7411,0.8409,2018-10-16 22:26:13
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Lake,50 to 85 percent,Cell,1,0.59,0.9079,0.6213,0.9133,2018-10-16 22:26:58
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lake,85 percent or higher,Landline,1,0.965,0.9623,0.5176,0.9403,2018-10-16 22:28:01
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Other Non-White,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.3151,0.6065,1.1327,0.6641,2018-10-16 22:32:10
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Other Non-White,Polk,Less than 50 percent,Cell,1,0.3346,0.8081,1.5551,0.9596,2018-10-16 22:35:10
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.8701,0.8733,0.552,0.8702,2018-10-16 22:37:07
Und,35 to 49,Bachelors' degree,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,35 to 49,Other Non-White,"Hillsborough, Clinton",Less than 50 percent,Cell,0.8889,0.1176,0.8616,3.1816,1.0337,2018-10-16 22:41:01
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.965,0.8216,0.4563,0.8096,2018-10-16 22:47:53
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.9124,0.8292,0.4744,0.8214,2018-10-16 22:57:02
Und,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Other Non-White,Polk,85 percent or higher,Landline,1,0.965,0.867,0.5445,0.8472,2018-10-16 23:12:16
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Polk,85 percent or higher,Cell,1,0.965,0.5194,0.214,0.5118,2018-10-16 23:13:19
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.965,0.7688,0.3336,0.7575,2018-10-16 23:16:39
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Other Non-White,Polk,Less than 50 percent,Cell,1,0.3278,0.8507,2.1049,0.9257,2018-10-16 23:16:57
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Polk,85 percent or higher,Cell,1,0.9049,0.711,0.3981,0.6932,2018-10-16 23:21:27
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Polk,50 to 85 percent,Cell,0.8889,0.8109,0.7942,0.4828,0.7884,2018-10-16 23:24:00
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.965,0.6182,0.2819,0.6091,2018-10-16 23:28:48
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",Less than 50 percent,Cell,0.6667,0.4873,0.7254,0.9752,0.5443,2018-10-16 23:29:24
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Lake,85 percent or higher,Cell,1,0.9263,0.8688,0.3831,0.8592,2018-10-16 23:34:29
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Cell,1,0.965,1.5456,0.9407,1.5229,2018-10-16 23:38:14
Dem,35 to 49,High school,White,Male,Other,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.6991,1.7737,1.6909,1.8269,2018-10-16 23:39:08
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7329,0.7964,0.5762,0.814,2018-10-16 23:41:05
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Clinton",85 percent or higher,Cell,0.8889,0.9122,0.842,0.4492,0.8276,2018-10-16 23:45:08
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,"Hillsborough, Trump",Less than 50 percent,Cell,1,0.4838,1.1111,1.2196,1.2829,2018-10-16 23:47:22
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.8154,0.6139,0.3874,0.6172,2018-10-16 23:48:26
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.9154,1.5456,0.9917,1.5304,2018-10-16 23:52:46
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,"Hillsborough, Trump",Less than 50 percent,Cell,1,0.4922,0.8523,0.9565,0.98,2018-10-16 23:55:46
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.5996,0.5577,0.3569,0.5899,2018-10-17 00:00:07
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Polk,Less than 50 percent,Cell,1,0.4565,0.838,1.4251,0.9815,2018-10-17 00:03:53
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,Other Non-White,Polk,Less than 50 percent,Cell,1,0.3018,0.8093,1.9051,0.8923,2018-10-17 00:04:20
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Hispanic,"Hillsborough, Trump",85 percent or higher,Cell,1,0.896,1.0465,0.7886,1.0388,2018-10-17 00:10:20
Dem,18 to 34,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,Other Non-White,"Hillsborough, Clinton",Less than 50 percent,Cell,0.7778,0.4137,0.9656,1.8309,0.9225,2018-10-17 00:20:37
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Other,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Other Non-White,"Hillsborough, Clinton",Less than 50 percent,Cell,0.8889,0.2977,0.7082,1.1834,0.739,2018-10-17 00:24:22
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Landline,1,0.965,0.7305,0.4087,0.7139,2018-10-17 00:26:01
Dem,65 and older,High school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,0.4444,0.965,1.5736,0.9607,1.4855,2018-10-17 00:29:28
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,Polk,85 percent or higher,Cell,1,0.965,0.7601,0.3925,0.7531,2018-10-17 00:31:25
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Polk,Less than 50 percent,Cell,0,0.4311,1.1621,1.9058,0.3221,2018-10-17 00:39:21
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,1.1282,0.7892,1.118,2018-10-17 00:43:06
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.965,1.0658,0.5475,1.0502,2018-10-17 00:49:19
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lake,85 percent or higher,Landline,1,0.965,1.0039,0.5364,0.9892,2018-10-17 01:10:30
Rep,65 and older,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Other Non-White,Polk,85 percent or higher,Landline,1,0.965,0.8311,0.5254,0.8189,2018-10-17 01:21:09
Und,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,1.8031,1.1293,1.7767,2018-10-17 20:45:47
Rep,65 and older,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Other Non-White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.6241,0.3019,0.6098,2018-10-17 21:07:39
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Cell,1,0.8762,1.4336,0.9613,1.4271,2018-10-17 21:23:12
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Cell,1,0.965,1.5456,0.9407,1.5315,2018-10-17 21:24:15
Und,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Unknown,Polk,Less than 50 percent,Cell,0.7778,0.3656,1.0443,1.7862,0.8184,2018-10-17 21:29:48
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Cell,1,0.9191,1.3991,0.9032,1.3847,2018-10-17 21:30:42
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.8983,0.7876,0.4731,0.7679,2018-10-17 21:32:31
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.5327,0.8826,0.7176,0.9539,2018-10-17 21:35:13
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Clinton",Less than 50 percent,Landline,1,0.393,0.7949,1.057,0.9124,2018-10-17 21:38:22
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Cell,1,0.9538,0.7486,0.4195,0.7382,2018-10-17 21:41:40
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.9154,0.9331,0.442,0.9239,2018-10-17 21:43:10
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Landline,1,0.5935,0.8433,0.7506,0.8478,2018-10-17 21:45:07
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Lake,85 percent or higher,Cell,1,0.8878,1.0397,0.7336,1.0332,2018-10-17 21:47:14
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.932,0.8729,0.4129,0.8513,2018-10-17 21:47:59
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.965,1.5736,0.9607,1.5504,2018-10-17 21:51:35
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.8567,1.5456,1.0595,1.5432,2018-10-17 21:51:35
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Cell,1,0.8983,0.7876,0.473,0.7816,2018-10-17 21:52:38
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.871,0.8891,0.5631,0.8986,2018-10-17 21:55:11
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.7195,0.9126,0.6899,0.9355,2018-10-17 21:57:08
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,0.9106,0.4133,0.9023,2018-10-17 21:58:20
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Polk,Less than 50 percent,Landline,1,0.4501,1.3792,2.4327,1.54,2018-10-17 21:58:47
Dem,18 to 34,High school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Other Non-White,Polk,Less than 50 percent,Cell,1,0.3541,1.6693,4.1654,1.9584,2018-10-17 21:58:56
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Landline,1,0.9162,0.7305,0.4304,0.7123,2018-10-17 21:59:14
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Cell,1,0.7584,0.8433,0.5876,0.8776,2018-10-17 22:00:44
Dem,18 to 34,High school,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Polk,Less than 50 percent,Cell,1,0.2759,1.582,4.4796,1.7695,2018-10-17 22:01:29
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,0.9189,0.5286,0.9105,2018-10-17 22:03:36
Rep,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Lake,50 to 85 percent,Landline,1,0.7828,2.1199,1.7174,2.1445,2018-10-17 22:03:54
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Landline,1,0.7824,1.9199,1.2091,1.9844,2018-10-17 22:03:54
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.965,1.0878,0.5641,1.0719,2018-10-17 22:04:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Polk,85 percent or higher,Landline,1,0.929,0.5289,0.227,0.5228,2018-10-17 22:05:15
Und,18 to 34,High school,White,Female,White,Approve,Don't know,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Lake,Less than 50 percent,Cell,0.6667,0.4513,2.2025,3.1328,1.6363,2018-10-17 22:08:42
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.965,0.8419,0.463,0.8296,2018-10-17 22:10:39
Dem,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.8749,0.9111,0.5688,0.9199,2018-10-17 22:11:51
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.952,0.9822,0.5634,0.9756,2018-10-17 22:15:00
