response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Monroe,85 percent or higher,Landline,1,0.965,0.7143,0.4015,0.7227,2018-10-16 22:58:41
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.6915,0.3793,0.6997,2018-10-16 22:59:17
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Not at all likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Lackawanna,Less than 50 percent,Cell,0,0.3598,0.8429,1.6573,0.2219,2018-10-16 23:05:04
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.9622,0.6677,0.2891,0.6757,2018-10-16 23:06:25
Dem,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lackawanna,50 to 85 percent,Cell,1,0.5654,1.6911,1.8252,1.7552,2018-10-16 23:15:25
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lackawanna,85 percent or higher,Cell,1,0.965,0.7393,0.3585,0.748,2018-10-16 23:29:33
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Luzurne,Less than 50 percent,Cell,0.7778,0.4053,1.8516,3.1819,1.8192,2018-10-16 23:36:44
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Luzurne,50 to 85 percent,Landline,1,0.7931,0.8911,0.67,0.8967,2018-10-16 23:40:20
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,85 percent or higher,Cell,1,0.8876,1.6861,1.0284,1.7208,2018-10-16 23:40:56
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lackawanna,Less than 50 percent,Cell,0.1111,0.0899,0.8108,3.7358,0.2518,2018-10-16 23:45:53
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Monroe,85 percent or higher,Cell,1,0.9165,0.7908,0.5256,0.804,2018-10-16 23:48:34
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,Less than 50 percent,Cell,1,0.3368,0.7471,1.4706,0.8315,2018-10-16 23:52:19
Dem,65 and older,Some college or trade school,Unknown,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Lackawanna,50 to 85 percent,Landline,1,0.6515,0.8286,0.4901,0.9159,2018-10-16 23:55:28
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,85 percent or higher,Cell,1,0.965,0.8574,0.3971,0.8604,2018-10-16 23:56:13
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lackawanna,50 to 85 percent,Cell,1,0.6827,1.1817,0.9489,1.2548,2018-10-16 23:57:52
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lackawanna,50 to 85 percent,Cell,1,0.8028,1.7749,1.5461,1.8368,2018-10-17 00:17:50
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Luzurne,85 percent or higher,Landline,1,0.9086,1.318,0.8292,1.3196,2018-10-17 00:41:00
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,White,Monroe,Less than 50 percent,Cell,0.7778,0.4266,0.6135,0.8073,0.4979,2018-10-17 00:44:36
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Monroe,85 percent or higher,Cell,1,0.8857,0.987,0.5242,1.0076,2018-10-17 00:45:48
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Lackawanna,85 percent or higher,Cell,1,0.965,0.917,0.4624,0.9202,2018-10-17 00:45:48
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Luzurne,50 to 85 percent,Cell,1,0.7518,1.0898,0.6783,1.1392,2018-10-17 00:47:13
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Pike/Wayne,85 percent or higher,Cell,1,0.9593,0.7032,0.2445,0.7118,2018-10-17 00:56:40
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Luzurne,85 percent or higher,Cell,1,0.949,1.052,0.7171,1.0657,2018-10-17 01:00:34
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",18 to 34,White,Monroe,Less than 50 percent,Cell,0.5556,0.1981,0.8558,2.4741,0.5675,2018-10-17 01:04:21
Und,18 to 34,High school,White,Female,White,Disapp.,Don't know,Unfavorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,White,Luzurne,Less than 50 percent,Cell,1,0.3531,1.9722,4.2681,2.3775,2018-10-17 01:05:24
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,50 to 85 percent,Cell,1,0.7621,1.1597,0.878,1.2097,2018-10-17 01:08:06
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Pike/Wayne,85 percent or higher,Cell,1,0.9625,0.7054,0.31,0.7077,2018-10-17 21:39:25
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Democrat,Nonwhite,65 and older,Non-White,Luzurne,Less than 50 percent,Cell,1,0.2629,0.5842,1.2252,0.812,2018-10-17 21:39:52
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Lackawanna,50 to 85 percent,Cell,1,0.6709,0.8704,0.4599,0.9271,2018-10-17 21:42:34
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Lackawanna,Less than 50 percent,Cell,0.6667,0.2796,1.8756,4.5232,1.3793,2018-10-17 21:48:08
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Pike/Wayne,Less than 50 percent,Cell,1,0.2531,0.8002,2.3639,0.9324,2018-10-17 21:48:35
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),Nonwhite,18 to 34,Non-White,Pike/Wayne,Less than 50 percent,Cell,0.5556,0.2875,2.2089,6.9753,0.9539,2018-10-17 21:49:11
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Luzurne,Less than 50 percent,Cell,1,0.2973,0.7516,1.6452,0.8529,2018-10-17 21:49:29
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,Less than 50 percent,Landline,1,0.463,0.5631,0.6981,0.6421,2018-10-17 21:50:14
Rep,65 and older,Grade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,White,Pike/Wayne,85 percent or higher,Cell,1,0.965,1.3142,0.7641,1.3298,2018-10-17 21:53:05
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Luzurne,85 percent or higher,Cell,1,0.965,0.6281,0.2444,0.6355,2018-10-17 21:53:59
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Lackawanna,85 percent or higher,Cell,1,0.965,0.7648,0.3824,0.7674,2018-10-17 21:54:08
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Monroe,50 to 85 percent,Cell,1,0.7453,0.9212,0.6064,0.9644,2018-10-17 21:54:53
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,Monroe,50 to 85 percent,Cell,1,0.7311,1.0573,0.8604,1.1102,2018-10-17 21:55:02
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Lackawanna,Less than 50 percent,Cell,0.6667,0.3289,0.9538,1.6142,0.7072,2018-10-17 21:59:14
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lackawanna,85 percent or higher,Landline,1,0.965,1.767,1.0967,1.7879,2018-10-17 22:01:20
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.7656,0.4716,0.7746,2018-10-17 22:03:54
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Luzurne,85 percent or higher,Landline,1,0.965,0.7032,0.2694,0.7116,2018-10-17 22:04:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.9425,0.7393,0.367,0.7494,2018-10-17 22:05:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Luzurne,50 to 85 percent,Cell,1,0.8414,0.9838,0.5227,1.0112,2018-10-17 22:07:57
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Luzurne,50 to 85 percent,Cell,1,0.8249,1.1672,0.7467,1.2032,2018-10-17 22:10:21
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Pike/Wayne,85 percent or higher,Cell,1,0.9536,0.8755,0.3763,0.8866,2018-10-17 22:11:24
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,Lackawanna,50 to 85 percent,Cell,0.8889,0.5122,0.9602,0.6206,1.041,2018-10-17 22:11:42
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Lackawanna,50 to 85 percent,Cell,1,0.8106,0.8311,0.4401,0.8589,2018-10-17 22:11:51
Dem,65 and older,Some college or trade school,White,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.8774,0.7389,0.4229,0.7401,2018-10-17 22:12:18
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Luzurne,50 to 85 percent,Landline,1,0.7978,0.8911,0.666,0.923,2018-10-17 22:18:50
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,50 to 85 percent,Landline,1,0.849,1.0474,0.6339,1.0753,2018-10-17 22:19:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Lackawanna,85 percent or higher,Landline,1,0.965,0.7906,0.3937,0.7933,2018-10-17 22:21:05
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Lackawanna,Less than 50 percent,Cell,1,0.2649,0.8846,2.7074,0.8272,2018-10-17 22:22:35
Dem,18 to 34,Bachelors' degree,Asian,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,Non-White,Pike/Wayne,Less than 50 percent,Cell,1,0.2011,0.9279,3.0628,1.3898,2018-10-17 22:24:32
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.6915,0.3793,0.6997,2018-10-17 22:26:11
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Lackawanna,85 percent or higher,Cell,1,0.8841,0.917,0.5047,0.9363,2018-10-17 22:26:20
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,85 percent or higher,Landline,1,0.8638,0.74,0.4456,0.7579,2018-10-17 22:26:38
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Luzurne,50 to 85 percent,Cell,0.5556,0.6066,1.0045,0.679,0.9667,2018-10-17 22:27:05
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Luzurne,50 to 85 percent,Cell,1,0.7005,0.8068,0.3844,0.8531,2018-10-17 22:34:00
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,Unknown,Pike/Wayne,50 to 85 percent,Cell,1,0.6438,1.0406,0.4576,1.1162,2018-10-17 22:34:54
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Pike/Wayne,50 to 85 percent,Cell,1,0.7172,0.793,0.429,0.8353,2018-10-17 22:36:24
Rep,[DO NOT READ] Refused,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Non-White,Lackawanna,50 to 85 percent,Cell,1,0.6744,1.1718,0.9774,1.247,2018-10-17 22:37:54
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,50 to 85 percent,Cell,1,0.5015,1.6055,2.0647,1.8025,2018-10-17 22:40:27
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Luzurne,85 percent or higher,Landline,1,0.965,0.9822,0.5838,0.9938,2018-10-17 22:41:30
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Luzurne,Less than 50 percent,Cell,0.4444,0.2723,2.0501,5.8901,1.2555,2018-10-17 22:43:00
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Luzurne,85 percent or higher,Cell,1,0.965,0.7805,0.4014,0.7832,2018-10-17 22:43:36
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Non-White,Lackawanna,Less than 50 percent,Cell,1,0.3492,1.1665,2.3055,1.4096,2018-10-17 22:44:30
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Monroe,50 to 85 percent,Cell,0.7778,0.8138,1.1809,0.8557,1.1444,2018-10-17 22:44:30
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Monroe,85 percent or higher,Cell,1,0.8751,0.8731,0.4557,0.8746,2018-10-17 22:44:39
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Lackawanna,85 percent or higher,Landline,1,0.965,0.643,0.2279,0.6453,2018-10-17 22:45:24
