response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,0,0.9698,0.953,0.7104,0.7345,2018-11-01 01:47:33
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.8787,1.0785,0.8319,1.0689,2018-11-01 01:49:30
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Kane,85 percent or higher,Cell,1,0.9409,0.6707,0.3914,0.6784,2018-11-01 01:51:09
Und,35 to 49,Bachelors' degree,White,Male,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Will/DuPage/Lake,Less than 50 percent,Cell,0,0.2706,0.7274,1.6161,0.1728,2018-11-01 02:00:45
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.97,0.953,0.7103,0.9468,2018-11-01 02:03:33
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.97,0.9295,0.5949,0.9303,2018-11-01 02:03:42
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.8661,1.0291,0.6361,1.0425,2018-11-01 02:04:54
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Kane,85 percent or higher,Cell,1,0.9465,1.0425,0.6003,1.0452,2018-11-01 02:06:06
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.6667,0.0891,0.8738,3.4791,1.1095,2018-11-01 02:06:15
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Rest,85 percent or higher,Cell,1,0.97,0.9157,0.5423,0.9097,2018-11-01 02:06:42
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9653,1.0498,0.8029,1.0424,2018-11-01 02:07:18
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Kane,85 percent or higher,Landline,1,0.97,0.969,0.4891,0.9627,2018-11-01 02:15:58
Rep,35 to 49,Some college or trade school,Asian,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,Some College Educ.,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Non-White,Kane,Less than 50 percent,Cell,0.4444,0.4807,0.9714,1.4066,0.5303,2018-11-01 02:18:49
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8752,0.8805,0.7838,0.9033,2018-11-01 02:19:07
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.7634,1.4985,1.0798,1.5462,2018-11-01 02:24:13
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9601,0.7139,0.4134,0.715,2018-11-01 02:29:19
Dem,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9628,0.9046,0.5246,0.898,2018-11-01 23:16:31
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Will/DuPage/Lake,Less than 50 percent,Cell,0.6667,0.424,0.7557,1.4321,0.3916,2018-11-01 23:22:40
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.967,0.7137,0.5135,0.7145,2018-11-01 23:33:02
Dem,18 to 34,Grade school,White,Male,White,Don't know,Don't know,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest,50 to 85 percent,Cell,1,0.662,1.0164,1.1389,1.0268,2018-11-01 23:38:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Kane,85 percent or higher,Landline,1,0.97,1.0673,0.4541,1.0737,2018-11-02 00:28:21
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Rest,50 to 85 percent,Cell,0.4444,0.5969,1.3435,1.5679,1.2305,2018-11-02 00:39:15
Und,18 to 34,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Non-White,Kane,50 to 85 percent,Cell,1,0.5142,0.7766,0.7787,0.8586,2018-11-02 01:13:52
Und,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Rest,50 to 85 percent,Landline,1,0.5484,1.1403,1.0677,1.2455,2018-11-02 01:25:07
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.4845,1.5299,1.9164,1.7109,2018-11-02 01:29:01
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Kane,85 percent or higher,Cell,1,0.9391,0.8589,0.5354,0.869,2018-11-02 01:35:03
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Cell,1,0.872,1.022,0.5612,1.0344,2018-11-02 01:54:26
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,Less than 50 percent,Cell,0.6667,0.3963,0.9924,1.6077,0.6117,2018-11-02 02:22:58
Und,65 and older,Grade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Kane,Less than 50 percent,Landline,0,0.2078,1.4345,4.7872,0.4171,2018-11-02 02:25:04
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.97,1.1879,0.6997,1.195,2018-11-02 02:27:10
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9566,0.6479,0.3409,0.6533,2018-11-02 02:31:09
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Will/DuPage/Lake,50 to 85 percent,Cell,0.8889,0.6928,0.7359,0.6751,0.7219,2018-11-02 02:33:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.393,1.2031,2.4223,1.2949,2018-11-02 02:51:46
Und,18 to 34,Some college or trade school,Unknown,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Unknown,Will/DuPage/Lake,50 to 85 percent,Cell,0.5556,0.5511,0.8298,1.1498,0.6066,2018-11-02 03:14:40
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Kane,85 percent or higher,Cell,1,0.8832,1.2385,0.6317,1.2514,2018-11-02 03:53:49
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Will/DuPage/Lake,85 percent or higher,Cell,1,0.97,0.9015,0.5482,0.9069,2018-11-02 04:37:23
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.97,0.821,0.4279,0.8217,2018-11-02 04:59:04
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9187,0.821,0.4518,0.8256,2018-11-02 05:14:38
Dem,35 to 49,Some college or trade school,Unknown,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown,Rest,50 to 85 percent,Cell,1,0.5111,1.1087,1.6061,1.2834,2018-11-02 05:17:32
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.6667,0.2391,0.7933,2.351,0.751,2018-11-02 05:18:53
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Rest,85 percent or higher,Landline,1,0.97,1.2119,0.6927,1.213,2018-11-02 05:20:59
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,Less than 50 percent,Cell,0.5556,0.3197,0.5448,1.2242,0.4724,2018-11-02 05:26:05
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Approve,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,Will/DuPage/Lake,Less than 50 percent,Cell,0.7778,0.3893,1.3413,2.3647,1.3076,2018-11-02 05:27:17
Und,65 and older,Graduate or Professional Degree,White,Male,Other,Don't know,Don't know,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Rest,85 percent or higher,Cell,0.7778,0.8585,0.828,0.4468,0.8205,2018-11-02 05:31:21
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.6806,1.3306,1.1855,1.4409,2018-11-02 05:36:45
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8362,0.8805,0.6555,0.9119,2018-11-02 05:37:12
Rep,35 to 49,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Kane,85 percent or higher,Cell,1,0.8824,1.0244,0.483,1.0353,2018-11-02 05:38:15
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.495,0.9648,1.4897,1.0744,2018-11-02 05:39:36
Und,[DO NOT READ] Refused,High school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,Non-White,Rest,Less than 50 percent,Cell,0.7778,0.2843,1.5296,6.0012,1.7231,2018-11-02 05:40:03
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9668,0.767,0.5236,0.772,2018-11-02 05:41:33
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Kane,50 to 85 percent,Cell,1,0.5867,1.3723,1.0105,1.4805,2018-11-02 05:43:21
Dem,50 to 64,Bachelors' degree,White,Female,Black,Approve,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9614,0.9757,0.5555,0.983,2018-11-02 05:46:40
Dem,18 to 34,Bachelors' degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.7326,0.9751,0.7944,1.0127,2018-11-02 05:48:37
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9348,1.084,0.4904,1.0742,2018-11-02 05:51:37
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Rest,50 to 85 percent,Cell,1,0.7481,0.8266,0.5768,0.8766,2018-11-02 05:56:16
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.97,0.6778,0.4919,0.6818,2018-11-02 05:58:04
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Kane,85 percent or higher,Cell,1,0.97,0.8984,0.4625,0.9038,2018-11-02 05:58:22
Und,18 to 34,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Kane,50 to 85 percent,Cell,0.4444,0.5101,0.86240000000000006,0.9718,0.4805,2018-11-02 05:59:43
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9189,1.5582,1.1442,1.567,2018-11-02 22:39:41
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Already voted,Republican,Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.5715,1.5861,1.6767,1.7879,2018-11-02 22:40:17
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Kane,Less than 50 percent,Cell,1,0.4949,0.6632,1.0272,0.7386,2018-11-02 22:49:18
