response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Mecklenburg,85 percent or higher,Cell,1,0.9913,0.8741,0.3543,0.8657,2018-10-01 21:18:37
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Unknown,Rest,Less than 50 percent,Cell,1,0.2382,0.9226,3.291,1.1884,2018-10-01 21:18:55
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Union,Less than 50 percent,Cell,1,0.3018,1.0972,2.0452,1.3399,2018-10-01 21:19:22
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,Less than 50 percent,Cell,1,0.2931,0.5424,0.7783,0.6041,2018-10-01 21:19:58
Und,35 to 49,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,Rest,50 to 85 percent,Cell,1,0.7249,0.9645,0.4601,0.993,2018-10-01 21:21:55
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Cell,1,0.95,0.7468,0.3658,0.7408,2018-10-01 21:24:37
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,35 to 49,Black,Rest,50 to 85 percent,Cell,1,0.5979,0.6534,0.2977,0.6953,2018-10-01 21:30:10
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rest,85 percent or higher,Cell,1,0.9085,0.7749,0.2824,0.7722,2018-10-01 21:30:46
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Support,support,Dems. take House,Favorable,Unfavorable,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Mecklenburg,Less than 50 percent,Cell,1,0.3937,0.9322,1.8143,1.0756,2018-10-01 21:31:04
Und,65 and older,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Black,Mecklenburg,85 percent or higher,Cell,1,0.8673,0.7931,0.3261,0.7782,2018-10-01 21:33:33
Rep,65 and older,Grade school,Other,Male,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,65 and older,Other Non-White,Rest,Less than 50 percent,Cell,1,0.4668,1.4314,4.8034,1.5958,2018-10-01 21:34:27
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Mecklenburg,Less than 50 percent,Cell,0.7778,0.3449,0.8894,2.0218,0.8661,2018-10-01 21:38:57
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Union,85 percent or higher,Cell,1,0.9812,0.7504,0.2432,0.7431,2018-10-01 21:41:03
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Cell,1,0.4235,1.0536,2.1034,1.1976,2018-10-01 21:41:57
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Mecklenburg,85 percent or higher,Cell,1,0.8887,0.9862,0.5624,0.9854,2018-10-01 21:43:36
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.9575,0.4302,0.1461,0.4265,2018-10-01 21:45:33
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Other Non-White,Mecklenburg,85 percent or higher,Cell,1,0.9805,0.7335,0.4359,0.7222,2018-10-01 21:47:03
Dem,65 and older,Graduate or Professional Degree,Other,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Other Non-White,Rest,85 percent or higher,Landline,1,0.8601,0.5185,0.3579,0.5089,2018-10-01 21:47:30
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Union,85 percent or higher,Landline,1,0.9807,0.8606,0.3637,0.8521,2018-10-01 21:48:51
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Mecklenburg,50 to 85 percent,Landline,1,0.8081,1.0162,0.5549,1.0288,2018-10-01 21:50:12
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Don't know,Don't know,Don't know,Don't know,Don't know,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Cell,0.7778,0.2973,0.9884,2.4626,0.9751,2018-10-01 21:50:57
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Check,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,Less than 50 percent,Cell,1,0.2788,0.6457,1.4916,0.8026,2018-10-01 21:52:27
Rep,35 to 49,Some college or trade school,White,Male,Other,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Union,Less than 50 percent,Cell,1,0.2227,1.1696,3.3418,1.5301,2018-10-01 21:52:36
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Union,Less than 50 percent,Cell,1,0.332,1.0165,1.4053,1.2158,2018-10-01 21:57:42
Und,35 to 49,Graduate or Professional Degree,Black,Female,Black,Don't know,Don't know,Check,support,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Black,Rest,Less than 50 percent,Cell,1,0.3059,0.5578,0.8138,0.6171,2018-10-01 21:57:42
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Cell,1,0.9102,0.958,0.4533,0.9545,2018-10-01 21:57:51
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Mecklenburg,50 to 85 percent,Cell,1,0.6984,0.8312,0.4713,0.861,2018-10-01 21:58:00
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,support,Disapp.,Don't know,oppose,Dems. take House,Favorable,Favorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,18 to 34,Black,Rest,50 to 85 percent,Cell,1,0.6391,1.2142,0.8838,1.2181,2018-10-01 21:59:03
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Disapp.,Don't know,Don't know,Reps. keep House,Favorable,Don't know,Do not believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Mecklenburg,50 to 85 percent,Cell,1,0.6116,1.1628,0.85,1.2324,2018-10-01 22:02:02
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Check,support,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Cell,0,0.2182,0.5855,1.3668,0.1699,2018-10-01 22:03:59
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Mecklenburg,85 percent or higher,Cell,1,0.8947,1.0293,0.503,1.0277,2018-10-01 22:05:11
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Union,85 percent or higher,Cell,1,0.9717,0.584,0.1667,0.5784,2018-10-01 22:05:47
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8246,0.5077,0.1895,0.5125,2018-10-01 22:06:23
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9643,0.7277,0.3417,0.721,2018-10-01 22:08:20
Und,50 to 64,Bachelors' degree,White,Male,White,oppose,Don't know,Don't know,support,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,0.2222,0.2751,0.5561,0.8869,0.2125,2018-10-01 22:09:05
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Union,50 to 85 percent,Cell,1,0.7571,0.6195,0.2216,0.6334,2018-10-01 22:14:20
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6493,0.7151,0.412,0.75,2018-10-01 22:14:38
Dem,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Union,Less than 50 percent,Cell,1,0.368,0.8141,1.4942,0.9526,2018-10-01 22:16:17
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9274,0.7098,0.3315,0.7057,2018-10-01 22:16:35
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,Do not believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6658,0.7864,0.4889,0.8212,2018-10-01 22:19:16
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Landline,1,0.9754,0.958,0.4253,0.9487,2018-10-01 22:19:34
Dem,65 and older,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,0.4444,0.902,0.5757,0.2007,0.5265,2018-10-01 22:21:13
Dem,65 and older,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9693,0.6194,0.2354,0.6135,2018-10-01 22:21:49
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Mecklenburg,85 percent or higher,Cell,1,0.8816,1.2392,0.9126,1.2395,2018-10-01 22:22:52
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,Don't know,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Mecklenburg,50 to 85 percent,Cell,1,0.7509,1.5224,1.0153,1.5058,2018-10-01 22:23:46
Rep,18 to 34,Some college or trade school,Other,Male,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Other Non-White,Rest,50 to 85 percent,Cell,0.7778,0.8387,1.3084,1.1844,1.1584,2018-10-01 22:26:28
Rep,18 to 34,Bachelors' degree,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Cell,1,0.4274,0.9884,1.7234,1.0405,2018-10-01 22:26:28
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,Less than 50 percent,Cell,0.6667,0.3474,0.7298,0.9437,0.7487,2018-10-01 22:29:01
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Mecklenburg,85 percent or higher,Cell,1,0.9491,0.8958,0.6027,0.8886,2018-10-01 22:29:55
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,0.7778,0.2662,0.5561,0.9152,0.5545,2018-10-01 22:31:52
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.8969,0.6955,0.2865,0.6941,2018-10-01 22:32:01
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Rest,50 to 85 percent,Cell,1,0.5502,0.5145,0.3814,0.5246,2018-10-01 22:32:19
Rep,50 to 64,High school,White,Female,White,support,Approve,Don't know,support,Reps. keep House,Unfavorable,Favorable,Believe,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Union,Less than 50 percent,Landline,1,0.3758,1.8954,4.6703,2.2081,2018-10-01 22:33:54
Und,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,oppose,Don't know,Check,oppose,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.212,0.7298,1.524,0.9658,2018-10-01 22:35:06
Dem,50 to 64,Some college or trade school,Black,Male,Black,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Landline,1,0.9555,0.5903,0.2033,0.5853,2018-10-01 22:37:12
Rep,35 to 49,Some college or trade school,Unknown,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Unknown,Rest,85 percent or higher,Cell,1,0.9232,0.8735,0.4155,0.8689,2018-10-01 22:37:30
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5306,0.7864,0.6046,0.8554,2018-10-01 22:42:00
Und,50 to 64,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.9547,0.5903,0.2034,0.5853,2018-10-01 22:42:36
Dem,50 to 64,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,0.6667,0.9256,0.5235,0.1657,0.4981,2018-10-01 22:43:21
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Mecklenburg,85 percent or higher,Cell,1,0.9644,1.009,0.6943,0.9998,2018-10-01 22:45:18
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,Less than 50 percent,Cell,1,0.1941,0.8033,1.9315,1.0853,2018-10-01 22:45:27
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Landline,1,0.9885,0.9777,0.5046,0.9682,2018-10-01 22:46:03
Und,65 and older,Some college or trade school,Other,Female,Other,support,Approve,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Not at all likely,Independent (No party),Nonwhite,65 and older,Other Non-White,Rest,Less than 50 percent,Landline,0,0.2214,0.6792,3.4118,0.1522,2018-10-01 22:49:40
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.9391,0.635,0.2575,0.6305,2018-10-01 22:49:49
Rep,18 to 34,Some college or trade school,White,Male,Other,oppose,Approve,Support,support,Reps. keep House,Don't know,Don't know,Believe,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,18 to 34,White,Rest,Less than 50 percent,Cell,0.7778,0.1543,1.0359,4.8165,1.1015,2018-10-01 22:52:22
Und,[DO NOT READ] Refused,Bachelors' degree,Black,Male,Black,support,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Black,Mecklenburg,Less than 50 percent,Landline,1,0.4151,0.9891,1.2396,1.1288,2018-10-01 22:54:46
Dem,65 and older,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9795,0.5757,0.1876,0.5701,2018-10-01 22:55:04
Rep,35 to 49,Some college or trade school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Rest,85 percent or higher,Cell,1,0.9619,0.9397,0.5095,0.9313,2018-10-01 22:59:16
