response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,Less than 50 percent,Landline,0.4444,0.2823,1.9342,4.8558,0.7382,2018-10-26 22:00:52
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7445,0.9995,0.8823,1.0347,2018-10-26 22:02:43
Dem,18 to 34,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Non-White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7324,1.3308,1.5628,1.3813,2018-10-26 22:03:19
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Lower Bucks,50 to 85 percent,Landline,1,0.6041,0.8337,0.827,0.8942,2018-10-26 22:03:37
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9679,0.7415,0.4345,0.7359,2018-10-26 22:04:13
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.5895,0.3207,0.5897,2018-10-26 22:05:43
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9597,0.6822,0.4529,0.6828,2018-10-26 22:08:52
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.9104,0.3589,0.9106,2018-10-26 22:09:37
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Montgomery,50 to 85 percent,Landline,1,0.7862,0.8413,0.5093,0.8636,2018-10-26 22:10:31
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Montgomery,Less than 50 percent,Cell,0.7778,0.3262,1.1056,2.1694,1.0923,2018-10-26 22:11:16
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Landline,0.8889,0.7049,0.8379,0.7215,0.8583,2018-10-26 22:14:16
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.937,0.7604,0.5038,0.7627,2018-10-26 22:14:16
Rep,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Middle/Upper Bucks,85 percent or higher,Landline,1,0.8746,0.7857,0.5559,0.7424,2018-10-26 22:17:03
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6657,0.9667,0.9542,1.0194,2018-10-26 22:17:39
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Cell,0.8889,0.9488,0.654,0.3522,0.6517,2018-10-26 22:19:00
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.97,0.8357,0.3692,0.8359,2018-10-26 22:19:27
Dem,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.6155,0.3253,0.6156,2018-10-26 22:20:12
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Lower Bucks,85 percent or higher,Landline,1,0.9303,0.9341,0.4778,0.925,2018-10-26 22:21:42
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.6985,0.3192,0.6986,2018-10-26 22:23:48
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9083,0.8589,0.6352,0.8643,2018-10-26 22:24:42
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.6155,0.3253,0.5952,2018-10-26 22:25:45
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Don't know,Don't know,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Middle/Upper Bucks,85 percent or higher,Landline,0.7778,0.923,0.8094,0.5031,0.8009,2018-10-26 22:26:12
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Middle/Upper Bucks,85 percent or higher,Cell,1,0.97,0.6751,0.455,0.6753,2018-10-26 22:28:36
Und,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Approve,Don't know,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,35 to 49,Non-White,Middle/Upper Bucks,50 to 85 percent,Cell,0.7778,0.5598,0.8949,1.1128,0.6889,2018-10-26 22:28:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.97,0.5309,0.2559,0.531,2018-10-26 22:28:54
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.97,0.9009,0.4845,0.9011,2018-10-26 22:29:03
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.7812,0.8467,0.618,0.87,2018-10-26 22:30:38
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.9161,0.8323,0.5211,0.8367,2018-10-26 22:34:50
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Lower Bucks,85 percent or higher,Landline,1,0.8601,1.0188,0.5691,1.0324,2018-10-26 22:34:50
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Montgomery,85 percent or higher,Landline,1,0.8698,1.5253,1.5356,1.5433,2018-10-26 22:34:59
Rep,65 and older,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Non-White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.6703,0.3783,0.6705,2018-10-26 22:35:08
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,1.4763,1.2278,1.4766,2018-10-26 22:39:11
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7032,0.8722,0.6557,0.9113,2018-10-26 22:40:32
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9297,0.9065,0.6777,0.9099,2018-10-26 22:40:41
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.83,1.7864,1.4196,1.7731,2018-10-26 22:40:50
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9639,0.7604,0.4897,0.7609,2018-10-26 22:42:20
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9565,0.9717,0.823,0.9728,2018-10-26 22:43:05
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.97,0.8664,0.5575,0.8666,2018-10-26 22:43:14
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Middle/Upper Bucks,85 percent or higher,Cell,1,0.97,1.0837,0.6234,1.0894,2018-10-26 22:45:11
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.8179,0.4715,0.812,2018-10-26 22:48:29
Dem,35 to 49,Graduate or Professional Degree,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,Non-White,Lower Bucks,50 to 85 percent,Cell,1,0.7149,0.9144,0.6824,0.9528,2018-10-26 22:49:32
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.97,0.7054,0.3709,0.7003,2018-10-26 22:50:17
Rep,35 to 49,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Non-White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,0.9872,0.7554,0.9801,2018-10-26 22:50:44
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6765,1.0199,0.9509,1.0276,2018-10-26 22:57:38
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9191,0.6534,0.4662,0.6567,2018-10-26 22:59:26
Und,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Non-White,Lower Bucks,85 percent or higher,Cell,1,0.8853,1.1787,0.8335,1.1898,2018-10-26 23:00:29
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.7566,0.8467,0.638,0.8743,2018-10-26 23:01:59
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.875,0.7149,0.4367,0.7228,2018-10-26 23:02:35
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Montgomery,85 percent or higher,Landline,1,0.9667,0.7938,0.5508,0.7878,2018-10-26 23:03:20
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Cell,1,0.97,0.7365,0.3762,0.7366,2018-10-26 23:03:29
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.9691,1.2732,0.9667,1.2639,2018-10-26 23:07:05
Und,35 to 49,High school,White,Female,White,Approve,Don't know,Favorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Lower Bucks,Less than 50 percent,Landline,1,0.408,1.6011,3.5548,1.8518,2018-10-26 23:07:14
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Middle/Upper Bucks,Less than 50 percent,Landline,0.7778,0.3358,1.0801,2.6597,0.8569,2018-10-26 23:07:23
Dem,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,White,Montgomery,85 percent or higher,Landline,1,0.97,0.845,0.5288,0.8389,2018-10-26 23:07:41
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Montgomery,85 percent or higher,Landline,1,0.97,0.8916,0.5355,0.8918,2018-10-26 23:09:38
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Montgomery,85 percent or higher,Landline,1,0.9689,1.2381,1.024,1.2385,2018-10-26 23:10:14
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9187,1.1175,0.8933,1.1347,2018-10-26 23:11:08
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.97,1.063,0.6428,1.0633,2018-10-26 23:18:24
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Don't know,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,0.7778,0.8649,0.8848,0.6371,0.8519,2018-10-26 23:22:18
Dem,35 to 49,[DO NOT READ] Refused,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,Lower Bucks,50 to 85 percent,Landline,1,0.7911,0.9689,0.4877,0.9643,2018-10-26 23:23:12
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9149,1.0489,0.6416,1.0546,2018-10-26 23:25:36
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,Less than 50 percent,Landline,1,0.3282,1.7045,4.2565,2.0638,2018-10-26 23:25:45
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.97,0.777,0.3811,0.7714,2018-10-26 23:30:24
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Montgomery,85 percent or higher,Cell,1,0.8658,1.4669,1.1409,1.4851,2018-10-26 23:31:14
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,0,0.4359,1.3717,2.5489,0.5544,2018-10-26 23:31:14
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9463,1.0182,0.6496,1.0202,2018-10-26 23:31:50
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Unknown,Montgomery,85 percent or higher,Landline,1,0.97,0.8042,0.3971,0.7984,2018-10-26 23:31:59
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lower Bucks,Less than 50 percent,Cell,1,0.2903,0.8611,2.0088,0.792,2018-10-26 23:32:17
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.97,1.0182,0.6337,0.9846,2018-10-26 23:32:44
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,Unfavorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Landline,1,0.8991,1.0667,0.6369,1.0748,2018-10-26 23:34:05
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Montgomery,50 to 85 percent,Cell,1,0.748,0.9927,0.7103,1.0269,2018-10-26 23:38:08
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9492,0.5895,0.3277,0.5906,2018-10-26 23:38:17
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.8505,0.7054,0.423,0.7159,2018-10-26 23:41:17
