response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Broome,50 to 85 percent,Cell,1,0.841,1.1767,0.5659,1.1783,2018-11-01 21:54:02
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,Less than 50 percent,Landline,0.4444,0.4712,0.9015,1.1072,0.4813,2018-11-01 21:54:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.5615,0.9306,0.6167,0.9964,2018-11-01 21:56:08
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,0.8889,0.8903,0.6202,0.3787,0.6107,2018-11-01 21:57:38
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Broome,85 percent or higher,Cell,1,0.9357,1.1771,0.5854,1.1485,2018-11-01 21:58:32
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Not very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Broome,Less than 50 percent,Cell,0,0.1254,1.0457,2.8108,0.2825,2018-11-01 22:00:20
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Landline,1,0.9314,0.616,0.4033,0.609,2018-11-01 22:07:41
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9369,0.5993,0.3241,0.5848,2018-11-01 22:09:56
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5102,0.614,0.5864,0.6694,2018-11-01 22:10:32
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,Broome,85 percent or higher,Cell,1,0.9221,1.7174,0.7612,1.6998,2018-11-01 22:12:47
Und,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,Unknown,Rest,Less than 50 percent,Landline,0.5556,0.4573,1.2166,1.7456,0.8443,2018-11-01 22:13:59
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,Unknown,Rest,Less than 50 percent,Landline,1,0.4503,0.687,0.4336,0.7674,2018-11-01 22:17:01
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Landline,1,0.8859,0.616,0.424,0.601,2018-11-01 22:17:10
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Oneida,85 percent or higher,Landline,1,0.8669,0.5858,0.2745,0.5841,2018-11-01 22:17:46
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.802,1.0013,0.8443,1.0096,2018-11-01 22:19:07
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Broome,Less than 50 percent,Cell,0.8889,0.2303,1.3753,2.6647,1.486,2018-11-01 22:19:34
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Broome,85 percent or higher,Landline,1,0.9034,1.8524,1.1325,1.8376,2018-11-01 22:20:10
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Broome,85 percent or higher,Landline,1,0.8841,0.7204,0.2407,0.7165,2018-11-01 22:20:10
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.9559,0.5656,0.2211,0.5578,2018-11-01 22:20:19
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Oneida,85 percent or higher,Landline,0.4444,0.9192,0.9431,0.3117,0.8654,2018-11-01 22:21:13
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Landline,1,0.7757,1.0795,0.9114,1.0597,2018-11-01 22:21:13
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Broome,85 percent or higher,Cell,1,0.9052,1.1771,0.6051,1.1674,2018-11-01 22:21:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9431,0.9151,0.4741,0.9036,2018-11-01 22:21:58
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Oneida,85 percent or higher,Landline,1,0.8908,0.6275,0.2935,0.6236,2018-11-01 22:22:07
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8959,0.8709,0.3669,0.8648,2018-11-01 22:22:07
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Broome,50 to 85 percent,Cell,1,0.7934,1.1356,0.4951,1.1468,2018-11-01 22:22:34
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Cell,0.8889,0.4532,1.1856,1.6755,1.2769,2018-11-01 22:23:37
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Approve,Dems. take House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Broome,Less than 50 percent,Landline,0.6667,0.4153,0.8159,0.6497,0.8168,2018-11-01 22:24:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9284,0.6317,0.3532,0.6162,2018-11-01 22:24:13
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9199,0.6317,0.3565,0.6254,2018-11-01 22:24:31
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,0.8889,0.4464,0.97,1.6351,0.9673,2018-11-01 22:25:43
Und,65 and older,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Rest,Less than 50 percent,Landline,0,0.2654,0.698,0.9886,0.1624,2018-11-01 22:25:43
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest,Less than 50 percent,Cell,0.7778,0.2949,1.206,3.2072,1.3298,2018-11-01 22:25:43
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Landline,1,0.5752,1.2239,1.2246,1.3046,2018-11-01 22:25:52
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Oneida,50 to 85 percent,Cell,1,0.8237,0.9404,0.4176,0.9445,2018-11-01 22:26:01
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Oneida,Less than 50 percent,Cell,1,0.4144,0.9366,1.7862,1.0638,2018-11-01 22:26:10
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8326,0.8402,0.3956,0.8425,2018-11-01 22:26:19
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.7984,1.0186,0.7559,1.0277,2018-11-01 22:26:28
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Broome,85 percent or higher,Cell,1,0.905,1.1,0.3462,1.0729,2018-11-01 22:26:37
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Broome,50 to 85 percent,Cell,1,0.691,0.7706,0.4677,0.7955,2018-11-01 22:26:46
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Oneida,50 to 85 percent,Landline,1,0.637,0.6009,0.3233,0.6502,2018-11-01 22:28:43
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Broome,50 to 85 percent,Cell,1,0.6734,1.3334,0.6039,1.3825,2018-11-01 22:30:35
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8362,0.948,0.4028,0.8752,2018-11-01 22:31:02
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9064,0.621,0.2904,0.6158,2018-11-01 22:33:24
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Oneida,85 percent or higher,Cell,1,0.9024,1.0749,0.7731,1.0665,2018-11-01 22:34:27
Und,65 and older,High school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.8738,1.0457,0.9838,1.0417,2018-11-01 22:35:48
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Landline,1,0.8457,1.0795,0.836,1.0547,2018-11-01 22:36:24
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6856,1.0981,1.2846,1.1352,2018-11-01 22:36:24
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Oneida,50 to 85 percent,Cell,1,0.7058,1.1125,0.8969,1.1445,2018-11-01 22:37:18
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Broome,50 to 85 percent,Landline,1,0.7681,0.7326,0.2998,0.7435,2018-11-01 22:41:48
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Broome,85 percent or higher,Landline,0.7778,0.9014,1.0355,0.3342,0.9871,2018-11-01 22:44:41
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.8981,1.0457,0.9571,1.0381,2018-11-01 22:45:24
Dem,50 to 64,High school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Broome,50 to 85 percent,Landline,1,0.7046,1.8518,1.2616,1.959,2018-11-01 22:47:54
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Oneida,Less than 50 percent,Cell,0,0.0616,1.1964,6.439,0.2402,2018-11-01 22:48:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Landline,1,0.9388,0.616,0.4001,0.6086,2018-11-01 22:49:42
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Broome,50 to 85 percent,Cell,1,0.532,1.2772,1.0562,1.3005,2018-11-01 22:49:42
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Broome,85 percent or higher,Cell,1,0.962,0.6666,0.2386,0.6572,2018-11-01 22:50:09
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Broome,85 percent or higher,Landline,1,0.8772,0.7258,0.3086,0.7082,2018-11-01 22:51:39
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9013,1.0379,0.7496,1.0299,2018-11-01 22:52:24
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8467,0.5597,0.2355,0.56,2018-11-01 22:53:36
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Oneida,50 to 85 percent,Cell,1,0.6701,1.0045,0.6429,1.0423,2018-11-01 22:56:36
