response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cities,85 percent or higher,Landline,1,0.9379,0.6559,0.3199,0.6624,2018-10-23 14:09:12
Rep,[DO NOT READ] Refused,High school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.97,1.3044,0.8654,1.314,2018-10-23 14:09:21
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.97,1.1254,0.7433,1.1337,2018-10-23 14:09:21
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.97,0.7499,0.3536,0.7554,2018-10-23 14:09:30
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,[DO NOT READ] Refused,Nonwhite,35 to 49,Non-White,Cities,85 percent or higher,Cell,1,0.8905,0.8236,0.6229,0.8474,2018-10-23 14:09:30
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9336,0.9848,0.7086,0.9951,2018-10-23 14:09:30
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Cities,Less than 50 percent,Cell,1,0.4524,0.7885,1.38,0.8377,2018-10-23 14:09:39
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,85 percent or higher,Cell,1,0.97,0.9848,0.682,0.9921,2018-10-23 14:09:57
Und,18 to 34,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,White,Madison County,Less than 50 percent,Cell,1,0.4561,1.5196,3.0839,1.7307,2018-10-23 14:10:06
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,Rest,85 percent or higher,Cell,1,0.9172,1.0423,0.5949,1.0662,2018-10-23 14:10:24
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Madison County,85 percent or higher,Cell,1,0.97,1.0727,0.6392,1.0806,2018-10-23 14:10:24
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Champaign/Urbana,85 percent or higher,Landline,1,0.97,1.4739,1.004,1.4847,2018-10-23 14:10:24
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.5219,0.8579,0.9354,0.9519,2018-10-23 14:10:42
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9031,1.3044,0.9295,1.323,2018-10-23 14:10:51
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Cities,85 percent or higher,Cell,1,0.9028,1.178,0.8468,1.1948,2018-10-23 14:11:00
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9481,0.8204,0.5089,0.8278,2018-10-23 14:11:09
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Champaign/Urbana,Less than 50 percent,Landline,0.7778,0.1106,1.4617,7.7522,1.6555,2018-10-23 14:11:18
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Madison County,Less than 50 percent,Cell,0.8889,0.4911,0.7122,0.7661,0.7197,2018-10-23 14:11:18
Dem,35 to 49,High school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Non-White,Champaign/Urbana,85 percent or higher,Cell,1,0.9032,2.2037,2.0308,2.235,2018-10-23 14:11:27
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8811,0.6523,0.2829,0.6636,2018-10-23 14:11:45
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Champaign/Urbana,85 percent or higher,Cell,1,0.97,1.3513,0.8074,1.3512,2018-10-23 14:11:45
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Cities,85 percent or higher,Cell,1,0.9551,0.8407,0.5925,0.8477,2018-10-23 14:11:54
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Madison County,85 percent or higher,Cell,1,0.9303,0.9419,0.5379,0.9521,2018-10-23 14:11:54
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Non-White,Champaign/Urbana,85 percent or higher,Landline,1,0.9313,1.1892,0.6519,1.1861,2018-10-23 14:12:30
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6311,0.9396,0.7673,1.0072,2018-10-23 14:12:30
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Madison County,85 percent or higher,Landline,1,0.9328,1.2045,0.9195,1.2172,2018-10-23 14:12:39
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Cities,85 percent or higher,Landline,1,0.9565,0.8758,0.5357,0.8746,2018-10-23 14:12:57
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Madison County,Less than 50 percent,Cell,1,0.2436,0.9143,2.6291,1.0679,2018-10-23 14:12:57
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Cities,85 percent or higher,Cell,1,0.902,0.6746,0.3487,0.6843,2018-10-23 14:13:15
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.97,0.7436,0.3379,0.7435,2018-10-23 14:13:33
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9006,0.8367,0.5367,0.8489,2018-10-23 14:13:42
