response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.97,0.5683,0.3804,0.5812,2018-10-31 22:15:37
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.97,1.1217,0.6374,1.1415,2018-10-31 22:31:07
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Cell,1,0.8104,1.1811,0.8684,1.1942,2018-10-31 22:56:52
Rep,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9292,0.8878,0.5584,0.9067,2018-10-31 23:00:46
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.5768,0.4211,0.587,2018-10-31 23:02:04
Dem,35 to 49,Graduate or Professional Degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,Non-White,Ingham,Less than 50 percent,Cell,1,0.3476,0.5772,1.144,0.7488,2018-10-31 23:10:19
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.97,0.5458,0.3259,0.5582,2018-10-31 23:16:56
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.869,0.8983,0.5207,0.9248,2018-10-31 23:17:23
Rep,65 and older,Bachelors' degree,White,Male,Black,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9157,0.7181,0.4938,0.7346,2018-10-31 23:19:17
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.97,0.731,0.4543,0.7439,2018-10-31 23:19:44
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.97,0.6894,0.3873,0.7051,2018-10-31 23:20:56
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ingham,50 to 85 percent,Landline,1,0.8097,0.8604,0.8002,0.8947,2018-10-31 23:22:17
Dem,65 and older,High school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,Ingham,50 to 85 percent,Landline,1,0.7087,1.3015,1.0449,1.3818,2018-10-31 23:23:05
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Oakland,50 to 85 percent,Landline,1,0.6188,1.0707,1.1225,1.2046,2018-10-31 23:37:00
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.5441,0.3591,0.5565,2018-10-31 23:50:32
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.97,1.0126,0.715,1.0357,2018-10-31 23:57:44
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.97,0.7791,0.6276,0.7928,2018-11-01 00:04:19
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.97,0.9667,0.7444,0.9764,2018-11-01 00:06:43
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9286,0.8017,0.6267,0.8264,2018-11-01 00:09:07
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.97,1.0248,0.8747,1.0428,2018-11-01 00:10:01
Rep,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Oakland,85 percent or higher,Landline,1,0.97,0.7436,0.3752,0.7567,2018-11-01 00:13:01
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.97,0.8985,0.6543,0.9144,2018-11-01 00:14:04
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Ingham,85 percent or higher,Landline,1,0.97,0.8367,0.5792,0.8451,2018-11-01 00:36:27
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,50 to 85 percent,Landline,1,0.7104,1.0707,0.9791,1.1677,2018-11-01 00:38:24
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Livingston,85 percent or higher,Cell,1,0.97,1.5027,0.9616,1.5369,2018-11-01 00:41:17
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Oakland,Less than 50 percent,Landline,0.4444,0.49370000000000003,1.2888,1.6767,0.8719,2018-11-01 00:51:08
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ingham,50 to 85 percent,Landline,1,0.6445,1.7151,1.715,1.9117,2018-11-01 00:58:20
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.97,0.7991,0.6623,0.8132,2018-11-01 01:01:45
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.97,1.5316,0.818,1.5665,2018-11-01 01:06:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.8192,1.087,0.9428,1.1284,2018-11-01 01:14:13
Dem,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.9481,0.8603,0.6314,0.8834,2018-11-01 01:26:58
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9532,0.6894,0.3939,0.7072,2018-11-01 01:35:23
Rep,50 to 64,High school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,Nonwhite,Nonwhite,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.9634,1.5272,0.9092,1.5638,2018-11-01 02:05:21
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.886,0.7287,0.5476,0.7483,2018-11-01 21:18:20
Und,18 to 34,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Ingham,Less than 50 percent,Landline,0.4444,0.3281,2.073,3.7175,1.0411,2018-11-01 21:18:38
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Female,Somewhat likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Livingston,50 to 85 percent,Cell,0.4444,0.6993,1.0118,1.2508,0.7632,2018-11-01 21:20:17
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.9548,1.012,0.8507,1.0207,2018-11-01 21:22:50
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,Oakland,50 to 85 percent,Cell,0.6667,0.7944,0.8567,0.4956,0.8503,2018-11-01 21:29:35
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Livingston,85 percent or higher,Landline,1,0.9653,0.7822,0.5609,0.8007,2018-11-01 21:30:20
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.97,0.871,0.4606,0.8863,2018-11-01 21:31:19
Dem,50 to 64,Bachelors' degree,Black,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Non-White,Ingham,85 percent or higher,Landline,1,0.97,0.7686,0.4641,0.7822,2018-11-01 21:32:13
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Ingham,85 percent or higher,Cell,1,0.864,0.7228,0.4391,0.7287,2018-11-01 21:33:07
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.97,0.8962,0.4408,0.9167,2018-11-01 21:33:52
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Oakland,85 percent or higher,Landline,1,0.97,0.9354,0.5849,0.9519,2018-11-01 21:46:59
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.6577,1.1034,1.2996,1.2242,2018-11-01 21:51:11
Rep,35 to 49,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.97,0.8873,0.6266,0.903,2018-11-01 21:53:08
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.97,0.6999,0.4288,0.7159,2018-11-01 21:53:17
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9467,0.9014,0.6075,0.9189,2018-11-01 21:53:26
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Livingston,85 percent or higher,Cell,1,0.8838,0.7205,0.4735,0.7402,2018-11-01 21:55:41
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Livingston,85 percent or higher,Landline,1,0.97,0.733,0.5077,0.746,2018-11-01 21:58:23
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.97,0.6831,0.4702,0.6987,2018-11-01 22:00:11
Rep,65 and older,High school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9479,1.2269,0.8592,1.26,2018-11-01 22:00:56
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.7991,0.6623,0.8132,2018-11-01 22:03:56
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,35 to 49,White,Oakland,85 percent or higher,Landline,1,0.97,0.8601,0.4412,0.8797,2018-11-01 22:05:44
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Unknown,Oakland,85 percent or higher,Cell,1,0.8664,0.7802,0.4203,0.7865,2018-11-01 22:10:32
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.7007,0.4961,0.7167,2018-11-01 22:15:45
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.7991,0.6623,0.8072,2018-11-01 22:21:22
Rep,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,Don't know,Reps. keep House,Unfavorable,Favorable,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,White,Livingston,85 percent or higher,Landline,1,0.926,1.2919,0.9045,1.3198,2018-11-01 22:25:43
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Non-White,Ingham,50 to 85 percent,Landline,1,0.764,0.9231,0.8944,0.9683,2018-11-01 22:26:37
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9064,0.9097,0.5217,0.9316,2018-11-01 22:28:52
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Oakland,85 percent or higher,Cell,1,0.97,0.7733,0.3789,0.7909,2018-11-01 22:30:17
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9208,1.0096,0.8308,1.0321,2018-11-01 22:34:02
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Livingston,Less than 50 percent,Landline,1,0.4244,0.6772,1.2679,0.7906,2018-11-01 22:34:38
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.97,1.012,0.8375,1.0298,2018-11-01 22:35:30
3,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Oakland,50 to 85 percent,Cell,0.3333,0.5942,2.2812,2.4346,1.2719,2018-11-01 22:37:56
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Cell,1,0.7751,1.6689,1.2641,1.6921,2018-11-01 22:48:57
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Ingham,85 percent or higher,Landline,1,0.97,0.4934,0.2996,0.5046,2018-11-01 22:52:51
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.97,0.673,0.4246,0.6849,2018-11-01 22:55:06
Dem,50 to 64,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Ingham,85 percent or higher,Landline,1,0.97,0.6233,0.356,0.6343,2018-11-01 22:55:15
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.97,1.028,0.7926,1.0461,2018-11-01 23:00:04
Rep,50 to 64,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,Less than 50 percent,Landline,1,0.3723,1.0611,2.0789,1.3521,2018-11-01 23:00:39
Rep,65 and older,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Non-White,Ingham,85 percent or higher,Cell,1,0.97,0.5994,0.3525,0.61,2018-11-01 23:01:16
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Cell,1,0.5586,1.2067,1.3029,1.3355,2018-11-01 23:02:37
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.8111,0.734,0.8296,2018-11-01 23:03:58
